ano_mes,empresa,setor_rh,headcount
1994-05,LUBIENSKA,Apoio Pedagógico,1
1994-06,LUBIENSKA,Apoio Pedagógico,1
1994-07,LUBIENSKA,Apoio Pedagógico,1
1994-08,LUBIENSKA,Apoio Pedagógico,1
1994-09,LUBIENSKA,Apoio Pedagógico,1
1994-10,LUBIENSKA,Apoio Pedagógico,1
1994-11,LUBIENSKA,Apoio Pedagógico,1
1994-12,LUBIENSKA,Apoio Pedagógico,1
1995-01,LUBIENSKA,Apoio Pedagógico,1
1995-02,LUBIENSKA,Apoio Pedagógico,1
1995-03,LUBIENSKA,Apoio Pedagógico,1
1995-04,LUBIENSKA,Apoio Pedagógico,1
1995-05,LUBIENSKA,Apoio Pedagógico,1
1995-06,LUBIENSKA,Apoio Pedagógico,1
1995-07,LUBIENSKA,Apoio Pedagógico,1
1995-08,LUBIENSKA,Apoio Pedagógico,1
1995-09,LUBIENSKA,Apoio Pedagógico,1
1995-10,LUBIENSKA,Apoio Pedagógico,1
1995-11,LUBIENSKA,Apoio Pedagógico,1
1995-12,LUBIENSKA,Apoio Pedagógico,1
1996-01,LUBIENSKA,Apoio Pedagógico,1
1996-02,LUBIENSKA,Apoio Pedagógico,1
1996-03,LUBIENSKA,Apoio Pedagógico,1
1996-04,LUBIENSKA,Apoio Pedagógico,1
1996-05,LUBIENSKA,Apoio Pedagógico,1
1996-06,LUBIENSKA,Apoio Pedagógico,1
1996-07,LUBIENSKA,Apoio Pedagógico,1
1996-08,LUBIENSKA,Apoio Pedagógico,1
1996-09,LUBIENSKA,Apoio Pedagógico,1
1996-10,LUBIENSKA,Apoio Pedagógico,1
1996-11,LUBIENSKA,Apoio Pedagógico,1
1996-12,LUBIENSKA,Apoio Pedagógico,1
1997-01,LUBIENSKA,Apoio Pedagógico,1
1997-02,LUBIENSKA,Apoio Pedagógico,1
1997-03,LUBIENSKA,Apoio Pedagógico,1
1997-04,LUBIENSKA,Apoio Pedagógico,1
1997-05,LUBIENSKA,Apoio Pedagógico,1
1997-06,LUBIENSKA,Apoio Pedagógico,1
1997-07,LUBIENSKA,Apoio Pedagógico,1
1997-08,LUBIENSKA,Apoio Pedagógico,1
1997-09,LUBIENSKA,Apoio Pedagógico,1
1997-10,LUBIENSKA,Apoio Pedagógico,1
1997-11,LUBIENSKA,Apoio Pedagógico,1
1997-12,LUBIENSKA,Apoio Pedagógico,1
1998-01,LUBIENSKA,Apoio Pedagógico,1
1998-02,LUBIENSKA,Apoio Pedagógico,1
1998-03,LUBIENSKA,Apoio Pedagógico,1
1998-04,LUBIENSKA,Apoio Pedagógico,1
1998-05,LUBIENSKA,Apoio Pedagógico,1
1998-06,LUBIENSKA,Apoio Pedagógico,1
1998-07,LUBIENSKA,Apoio Pedagógico,1
1998-08,LUBIENSKA,Apoio Pedagógico,1
1998-09,LUBIENSKA,Apoio Pedagógico,1
1998-10,LUBIENSKA,Apoio Pedagógico,1
1998-11,LUBIENSKA,Apoio Pedagógico,1
1998-12,LUBIENSKA,Apoio Pedagógico,1
1999-01,LUBIENSKA,Apoio Pedagógico,1
1999-02,LUBIENSKA,Apoio Pedagógico,2
1999-03,LUBIENSKA,Apoio Pedagógico,2
1999-04,LUBIENSKA,Apoio Pedagógico,2
1999-05,LUBIENSKA,Apoio Pedagógico,2
1999-06,LUBIENSKA,Apoio Pedagógico,2
1999-07,LUBIENSKA,Apoio Pedagógico,2
1999-08,LUBIENSKA,Apoio Pedagógico,2
1999-09,LUBIENSKA,Apoio Pedagógico,2
1999-10,LUBIENSKA,Apoio Pedagógico,2
1999-11,LUBIENSKA,Apoio Pedagógico,2
1999-12,LUBIENSKA,Apoio Pedagógico,2
2000-01,LUBIENSKA,Apoio Pedagógico,2
2000-02,LUBIENSKA,Apoio Pedagógico,2
2000-03,LUBIENSKA,Apoio Pedagógico,2
2000-04,LUBIENSKA,Apoio Pedagógico,2
2000-05,LUBIENSKA,Apoio Pedagógico,2
2000-06,LUBIENSKA,Apoio Pedagógico,2
2000-07,LUBIENSKA,Apoio Pedagógico,2
2000-08,LUBIENSKA,Apoio Pedagógico,2
2000-09,LUBIENSKA,Apoio Pedagógico,2
2000-10,LUBIENSKA,Apoio Pedagógico,2
2000-11,LUBIENSKA,Apoio Pedagógico,2
2000-12,LUBIENSKA,Apoio Pedagógico,2
2001-01,LUBIENSKA,Apoio Pedagógico,2
2001-02,LUBIENSKA,Apoio Pedagógico,2
2001-03,LUBIENSKA,Apoio Pedagógico,2
2001-04,LUBIENSKA,Apoio Pedagógico,2
2001-05,LUBIENSKA,Apoio Pedagógico,2
2001-06,LUBIENSKA,Apoio Pedagógico,2
2001-07,LUBIENSKA,Apoio Pedagógico,2
2001-08,LUBIENSKA,Apoio Pedagógico,3
2001-09,LUBIENSKA,Apoio Pedagógico,3
2001-10,LUBIENSKA,Apoio Pedagógico,3
2001-11,LUBIENSKA,Apoio Pedagógico,3
2001-12,LUBIENSKA,Apoio Pedagógico,3
2002-01,LUBIENSKA,Apoio Pedagógico,3
2002-02,LUBIENSKA,Apoio Pedagógico,3
2002-03,LUBIENSKA,Apoio Pedagógico,3
2002-04,LUBIENSKA,Apoio Pedagógico,3
2002-05,LUBIENSKA,Apoio Pedagógico,3
2002-06,LUBIENSKA,Apoio Pedagógico,3
2002-07,LUBIENSKA,Apoio Pedagógico,3
2002-08,LUBIENSKA,Apoio Pedagógico,3
2002-09,LUBIENSKA,Apoio Pedagógico,3
2002-10,LUBIENSKA,Apoio Pedagógico,3
2002-11,LUBIENSKA,Apoio Pedagógico,3
2002-12,LUBIENSKA,Apoio Pedagógico,3
2003-01,LUBIENSKA,Apoio Pedagógico,3
2003-02,LUBIENSKA,Apoio Pedagógico,3
2003-03,LUBIENSKA,Apoio Pedagógico,3
2003-04,LUBIENSKA,Apoio Pedagógico,3
2003-05,LUBIENSKA,Apoio Pedagógico,3
2003-06,LUBIENSKA,Apoio Pedagógico,3
2003-07,LUBIENSKA,Apoio Pedagógico,3
2003-08,LUBIENSKA,Apoio Pedagógico,3
2003-09,LUBIENSKA,Apoio Pedagógico,3
2003-10,LUBIENSKA,Apoio Pedagógico,3
2003-11,LUBIENSKA,Apoio Pedagógico,3
2003-12,LUBIENSKA,Apoio Pedagógico,3
2004-01,LUBIENSKA,Apoio Pedagógico,3
2004-02,LUBIENSKA,Apoio Pedagógico,3
2004-03,LUBIENSKA,Apoio Pedagógico,3
2004-04,LUBIENSKA,Apoio Pedagógico,3
2004-05,LUBIENSKA,Apoio Pedagógico,3
2004-06,LUBIENSKA,Apoio Pedagógico,3
2004-07,LUBIENSKA,Apoio Pedagógico,3
2004-08,LUBIENSKA,Apoio Pedagógico,3
2004-09,LUBIENSKA,Apoio Pedagógico,3
2004-10,LUBIENSKA,Apoio Pedagógico,3
2004-11,LUBIENSKA,Apoio Pedagógico,3
2004-12,LUBIENSKA,Apoio Pedagógico,3
2005-01,LUBIENSKA,Apoio Pedagógico,3
2005-02,LUBIENSKA,Apoio Pedagógico,3
2005-03,LUBIENSKA,Apoio Pedagógico,3
2005-04,LUBIENSKA,Apoio Pedagógico,3
2005-05,LUBIENSKA,Apoio Pedagógico,3
2005-06,LUBIENSKA,Apoio Pedagógico,3
2005-07,LUBIENSKA,Apoio Pedagógico,3
2005-08,LUBIENSKA,Apoio Pedagógico,3
2005-09,LUBIENSKA,Apoio Pedagógico,3
2005-10,LUBIENSKA,Apoio Pedagógico,3
2005-11,LUBIENSKA,Apoio Pedagógico,3
2005-12,LUBIENSKA,Apoio Pedagógico,3
2006-01,LUBIENSKA,Apoio Pedagógico,3
2006-02,LUBIENSKA,Apoio Pedagógico,3
2006-03,LUBIENSKA,Apoio Pedagógico,3
2006-04,LUBIENSKA,Apoio Pedagógico,3
2006-05,LUBIENSKA,Apoio Pedagógico,3
2006-06,LUBIENSKA,Apoio Pedagógico,3
2006-07,LUBIENSKA,Apoio Pedagógico,3
2006-08,LUBIENSKA,Apoio Pedagógico,3
2006-09,LUBIENSKA,Apoio Pedagógico,3
2006-10,LUBIENSKA,Apoio Pedagógico,3
2006-11,LUBIENSKA,Apoio Pedagógico,3
2006-12,LUBIENSKA,Apoio Pedagógico,3
2007-01,LUBIENSKA,Apoio Pedagógico,3
2007-02,LUBIENSKA,Apoio Pedagógico,3
2007-03,LUBIENSKA,Apoio Pedagógico,3
2007-04,LUBIENSKA,Apoio Pedagógico,3
2007-05,LUBIENSKA,Apoio Pedagógico,3
2007-06,LUBIENSKA,Apoio Pedagógico,3
2007-07,LUBIENSKA,Apoio Pedagógico,3
2007-08,LUBIENSKA,Apoio Pedagógico,3
2007-09,LUBIENSKA,Apoio Pedagógico,3
2007-10,LUBIENSKA,Apoio Pedagógico,3
2007-11,LUBIENSKA,Apoio Pedagógico,3
2007-12,LUBIENSKA,Apoio Pedagógico,3
2008-01,LUBIENSKA,Apoio Pedagógico,3
2008-02,LUBIENSKA,Apoio Pedagógico,3
2008-03,LUBIENSKA,Apoio Pedagógico,3
2008-04,LUBIENSKA,Apoio Pedagógico,3
2008-05,LUBIENSKA,Apoio Pedagógico,3
2008-06,LUBIENSKA,Apoio Pedagógico,3
2008-07,LUBIENSKA,Apoio Pedagógico,3
2008-08,LUBIENSKA,Apoio Pedagógico,3
2008-09,LUBIENSKA,Apoio Pedagógico,3
2008-10,LUBIENSKA,Apoio Pedagógico,3
2008-11,LUBIENSKA,Apoio Pedagógico,3
2008-12,LUBIENSKA,Apoio Pedagógico,3
2009-01,LUBIENSKA,Apoio Pedagógico,3
2009-02,LUBIENSKA,Apoio Pedagógico,3
2009-03,LUBIENSKA,Apoio Pedagógico,3
2009-04,LUBIENSKA,Apoio Pedagógico,3
2009-05,LUBIENSKA,Apoio Pedagógico,3
2009-06,LUBIENSKA,Apoio Pedagógico,3
2009-07,LUBIENSKA,Apoio Pedagógico,3
2009-08,LUBIENSKA,Apoio Pedagógico,3
2009-09,LUBIENSKA,Apoio Pedagógico,3
2009-10,LUBIENSKA,Apoio Pedagógico,3
2009-11,LUBIENSKA,Apoio Pedagógico,3
2009-12,LUBIENSKA,Apoio Pedagógico,3
2010-01,LUBIENSKA,Apoio Pedagógico,3
2010-02,LUBIENSKA,Apoio Pedagógico,3
2010-03,LUBIENSKA,Apoio Pedagógico,3
2010-04,LUBIENSKA,Apoio Pedagógico,3
2010-05,LUBIENSKA,Apoio Pedagógico,4
2010-06,LUBIENSKA,Apoio Pedagógico,4
2010-07,LUBIENSKA,Apoio Pedagógico,4
2010-08,LUBIENSKA,Apoio Pedagógico,4
2010-09,LUBIENSKA,Apoio Pedagógico,4
2010-10,LUBIENSKA,Apoio Pedagógico,4
2010-11,LUBIENSKA,Apoio Pedagógico,4
2010-12,LUBIENSKA,Apoio Pedagógico,4
2011-01,LUBIENSKA,Apoio Pedagógico,4
2011-02,LUBIENSKA,Apoio Pedagógico,4
2011-03,LUBIENSKA,Apoio Pedagógico,4
2011-04,LUBIENSKA,Apoio Pedagógico,4
2011-05,LUBIENSKA,Apoio Pedagógico,4
2011-06,LUBIENSKA,Apoio Pedagógico,4
2011-07,LUBIENSKA,Apoio Pedagógico,4
2011-08,LUBIENSKA,Apoio Pedagógico,4
2011-09,LUBIENSKA,Apoio Pedagógico,4
2011-10,LUBIENSKA,Apoio Pedagógico,4
2011-11,LUBIENSKA,Apoio Pedagógico,4
2011-12,LUBIENSKA,Apoio Pedagógico,4
2012-01,LUBIENSKA,Apoio Pedagógico,4
2012-02,LUBIENSKA,Apoio Pedagógico,4
2012-03,LUBIENSKA,Apoio Pedagógico,4
2012-04,LUBIENSKA,Apoio Pedagógico,4
2012-05,LUBIENSKA,Apoio Pedagógico,4
2012-06,LUBIENSKA,Apoio Pedagógico,4
2012-07,LUBIENSKA,Apoio Pedagógico,4
2012-08,LUBIENSKA,Apoio Pedagógico,4
2012-09,LUBIENSKA,Apoio Pedagógico,4
2012-10,LUBIENSKA,Apoio Pedagógico,4
2012-11,LUBIENSKA,Apoio Pedagógico,4
2012-12,LUBIENSKA,Apoio Pedagógico,4
2013-01,LUBIENSKA,Apoio Pedagógico,4
2013-02,LUBIENSKA,Apoio Pedagógico,5
2013-03,LUBIENSKA,Apoio Pedagógico,5
2013-04,LUBIENSKA,Apoio Pedagógico,5
2013-05,LUBIENSKA,Apoio Pedagógico,5
2013-06,LUBIENSKA,Apoio Pedagógico,5
2013-07,LUBIENSKA,Apoio Pedagógico,5
2013-08,LUBIENSKA,Apoio Pedagógico,5
2013-09,LUBIENSKA,Apoio Pedagógico,5
2013-10,LUBIENSKA,Apoio Pedagógico,5
2013-11,LUBIENSKA,Apoio Pedagógico,5
2013-12,LUBIENSKA,Apoio Pedagógico,5
2014-01,LUBIENSKA,Apoio Pedagógico,5
2014-02,LUBIENSKA,Apoio Pedagógico,6
2014-03,LUBIENSKA,Apoio Pedagógico,6
2014-04,LUBIENSKA,Apoio Pedagógico,6
2014-05,LUBIENSKA,Apoio Pedagógico,6
2014-06,LUBIENSKA,Apoio Pedagógico,6
2014-07,LUBIENSKA,Apoio Pedagógico,6
2014-08,LUBIENSKA,Apoio Pedagógico,6
2014-09,LUBIENSKA,Apoio Pedagógico,6
2014-10,LUBIENSKA,Apoio Pedagógico,6
2014-11,LUBIENSKA,Apoio Pedagógico,6
2014-12,LUBIENSKA,Apoio Pedagógico,6
2015-01,LUBIENSKA,Apoio Pedagógico,6
2015-02,LUBIENSKA,Apoio Pedagógico,6
2015-03,LUBIENSKA,Apoio Pedagógico,6
2015-04,LUBIENSKA,Apoio Pedagógico,6
2015-05,LUBIENSKA,Apoio Pedagógico,6
2015-06,LUBIENSKA,Apoio Pedagógico,6
2015-07,LUBIENSKA,Apoio Pedagógico,6
2015-08,LUBIENSKA,Apoio Pedagógico,6
2015-09,LUBIENSKA,Apoio Pedagógico,6
2015-10,LUBIENSKA,Apoio Pedagógico,6
2015-11,LUBIENSKA,Apoio Pedagógico,6
2015-12,LUBIENSKA,Apoio Pedagógico,6
2016-01,LUBIENSKA,Apoio Pedagógico,6
2016-02,LUBIENSKA,Apoio Pedagógico,6
2016-03,LUBIENSKA,Apoio Pedagógico,6
2016-04,LUBIENSKA,Apoio Pedagógico,6
2016-05,LUBIENSKA,Apoio Pedagógico,6
2016-06,LUBIENSKA,Apoio Pedagógico,6
2016-07,LUBIENSKA,Apoio Pedagógico,6
2016-08,LUBIENSKA,Apoio Pedagógico,6
2016-09,LUBIENSKA,Apoio Pedagógico,6
2016-10,LUBIENSKA,Apoio Pedagógico,6
2016-11,LUBIENSKA,Apoio Pedagógico,6
2016-12,LUBIENSKA,Apoio Pedagógico,6
2017-01,LUBIENSKA,Apoio Pedagógico,6
2017-02,LUBIENSKA,Apoio Pedagógico,6
2017-03,LUBIENSKA,Apoio Pedagógico,6
2017-04,LUBIENSKA,Apoio Pedagógico,6
2017-05,LUBIENSKA,Apoio Pedagógico,6
2017-06,LUBIENSKA,Apoio Pedagógico,6
2017-07,LUBIENSKA,Apoio Pedagógico,6
2017-08,LUBIENSKA,Apoio Pedagógico,7
2017-09,LUBIENSKA,Apoio Pedagógico,7
2017-10,LUBIENSKA,Apoio Pedagógico,7
2017-11,LUBIENSKA,Apoio Pedagógico,7
2017-12,LUBIENSKA,Apoio Pedagógico,7
2018-01,LUBIENSKA,Apoio Pedagógico,7
2018-02,LUBIENSKA,Apoio Pedagógico,7
2018-03,LUBIENSKA,Apoio Pedagógico,7
2018-04,LUBIENSKA,Apoio Pedagógico,7
2018-05,LUBIENSKA,Apoio Pedagógico,7
2018-06,LUBIENSKA,Apoio Pedagógico,7
2018-07,LUBIENSKA,Apoio Pedagógico,7
2018-08,LUBIENSKA,Apoio Pedagógico,7
2018-09,LUBIENSKA,Apoio Pedagógico,7
2018-10,LUBIENSKA,Apoio Pedagógico,7
2018-11,LUBIENSKA,Apoio Pedagógico,7
2018-12,LUBIENSKA,Apoio Pedagógico,7
2019-01,LUBIENSKA,Apoio Pedagógico,7
2019-02,LUBIENSKA,Apoio Pedagógico,7
2019-03,LUBIENSKA,Apoio Pedagógico,7
2019-04,LUBIENSKA,Apoio Pedagógico,8
2019-05,LUBIENSKA,Apoio Pedagógico,8
2019-06,LUBIENSKA,Apoio Pedagógico,8
2019-07,LUBIENSKA,Apoio Pedagógico,8
2019-08,LUBIENSKA,Apoio Pedagógico,8
2019-09,LUBIENSKA,Apoio Pedagógico,8
2019-10,LUBIENSKA,Apoio Pedagógico,8
2019-11,LUBIENSKA,Apoio Pedagógico,8
2019-12,LUBIENSKA,Apoio Pedagógico,8
2020-01,LUBIENSKA,Apoio Pedagógico,8
2020-02,LUBIENSKA,Apoio Pedagógico,8
2020-03,LUBIENSKA,Apoio Pedagógico,8
2020-04,LUBIENSKA,Apoio Pedagógico,8
2020-05,LUBIENSKA,Apoio Pedagógico,8
2020-06,LUBIENSKA,Apoio Pedagógico,8
2020-07,LUBIENSKA,Apoio Pedagógico,8
2020-08,LUBIENSKA,Apoio Pedagógico,8
2020-09,LUBIENSKA,Apoio Pedagógico,9
2020-10,LUBIENSKA,Apoio Pedagógico,9
2020-11,LUBIENSKA,Apoio Pedagógico,9
2020-12,LUBIENSKA,Apoio Pedagógico,9
2021-01,LUBIENSKA,Apoio Pedagógico,9
2021-02,LUBIENSKA,Apoio Pedagógico,9
2021-03,LUBIENSKA,Apoio Pedagógico,9
2021-04,LUBIENSKA,Apoio Pedagógico,9
2021-05,LUBIENSKA,Apoio Pedagógico,9
2021-06,LUBIENSKA,Apoio Pedagógico,9
2021-07,LUBIENSKA,Apoio Pedagógico,9
2021-08,LUBIENSKA,Apoio Pedagógico,9
2021-09,LUBIENSKA,Apoio Pedagógico,8
2021-10,LUBIENSKA,Apoio Pedagógico,8
2021-11,LUBIENSKA,Apoio Pedagógico,8
2021-12,LUBIENSKA,Apoio Pedagógico,8
2022-01,LUBIENSKA,Apoio Pedagógico,8
2022-02,LUBIENSKA,Apoio Pedagógico,8
2022-03,LUBIENSKA,Apoio Pedagógico,8
2022-04,LUBIENSKA,Apoio Pedagógico,8
2022-05,LUBIENSKA,Apoio Pedagógico,8
2022-06,LUBIENSKA,Apoio Pedagógico,8
2022-07,LUBIENSKA,Apoio Pedagógico,8
2022-08,LUBIENSKA,Apoio Pedagógico,8
2022-09,LUBIENSKA,Apoio Pedagógico,8
2022-10,LUBIENSKA,Apoio Pedagógico,8
2022-11,LUBIENSKA,Apoio Pedagógico,8
2022-12,LUBIENSKA,Apoio Pedagógico,8
2023-01,LUBIENSKA,Apoio Pedagógico,8
2023-02,LUBIENSKA,Apoio Pedagógico,8
2023-03,LUBIENSKA,Apoio Pedagógico,8
2023-04,LUBIENSKA,Apoio Pedagógico,8
2023-05,LUBIENSKA,Apoio Pedagógico,8
2023-06,LUBIENSKA,Apoio Pedagógico,8
2023-07,LUBIENSKA,Apoio Pedagógico,8
2023-08,LUBIENSKA,Apoio Pedagógico,8
2023-09,LUBIENSKA,Apoio Pedagógico,8
2023-10,LUBIENSKA,Apoio Pedagógico,8
2023-11,LUBIENSKA,Apoio Pedagógico,8
2023-12,LUBIENSKA,Apoio Pedagógico,8
2024-01,LUBIENSKA,Apoio Pedagógico,7
2024-02,LUBIENSKA,Apoio Pedagógico,7
2024-03,LUBIENSKA,Apoio Pedagógico,7
2024-04,LUBIENSKA,Apoio Pedagógico,7
2024-05,LUBIENSKA,Apoio Pedagógico,7
2024-06,LUBIENSKA,Apoio Pedagógico,7
2024-07,LUBIENSKA,Apoio Pedagógico,6
2024-08,LUBIENSKA,Apoio Pedagógico,6
2024-09,LUBIENSKA,Apoio Pedagógico,6
2024-10,LUBIENSKA,Apoio Pedagógico,6
2024-11,LUBIENSKA,Apoio Pedagógico,5
2024-12,LUBIENSKA,Apoio Pedagógico,5
2025-01,LUBIENSKA,Apoio Pedagógico,5
2025-02,LUBIENSKA,Apoio Pedagógico,5
2025-03,LUBIENSKA,Apoio Pedagógico,5
2025-04,LUBIENSKA,Apoio Pedagógico,5
2025-05,LUBIENSKA,Apoio Pedagógico,4
2025-06,LUBIENSKA,Apoio Pedagógico,4
2025-07,LUBIENSKA,Apoio Pedagógico,2
2025-08,LUBIENSKA,Apoio Pedagógico,2
2025-09,LUBIENSKA,Apoio Pedagógico,2
2025-10,LUBIENSKA,Apoio Pedagógico,2
2025-11,LUBIENSKA,Apoio Pedagógico,2
2025-12,LUBIENSKA,Apoio Pedagógico,2
2026-01,LUBIENSKA,Apoio Pedagógico,2
2026-02,LUBIENSKA,Apoio Pedagógico,2
2008-02,LUBIENSKA,Clínico,1
2008-03,LUBIENSKA,Clínico,1
2008-04,LUBIENSKA,Clínico,1
2008-05,LUBIENSKA,Clínico,1
2008-06,LUBIENSKA,Clínico,1
2008-07,LUBIENSKA,Clínico,1
2008-08,LUBIENSKA,Clínico,1
2008-09,LUBIENSKA,Clínico,1
2008-10,LUBIENSKA,Clínico,1
2008-11,LUBIENSKA,Clínico,1
2008-12,LUBIENSKA,Clínico,1
2009-01,LUBIENSKA,Clínico,1
2009-02,LUBIENSKA,Clínico,1
2009-03,LUBIENSKA,Clínico,1
2009-04,LUBIENSKA,Clínico,1
2009-05,LUBIENSKA,Clínico,1
2009-06,LUBIENSKA,Clínico,1
2009-07,LUBIENSKA,Clínico,1
2009-08,LUBIENSKA,Clínico,1
2009-09,LUBIENSKA,Clínico,1
2009-10,LUBIENSKA,Clínico,1
2009-11,LUBIENSKA,Clínico,1
2009-12,LUBIENSKA,Clínico,1
2010-01,LUBIENSKA,Clínico,1
2010-02,LUBIENSKA,Clínico,1
2010-03,LUBIENSKA,Clínico,1
2010-04,LUBIENSKA,Clínico,1
2010-05,LUBIENSKA,Clínico,1
2010-06,LUBIENSKA,Clínico,1
2010-07,LUBIENSKA,Clínico,1
2010-08,LUBIENSKA,Clínico,1
2010-09,LUBIENSKA,Clínico,1
2010-10,LUBIENSKA,Clínico,1
2010-11,LUBIENSKA,Clínico,1
2010-12,LUBIENSKA,Clínico,1
2011-01,LUBIENSKA,Clínico,1
2011-02,LUBIENSKA,Clínico,1
2011-03,LUBIENSKA,Clínico,1
2011-04,LUBIENSKA,Clínico,1
2011-05,LUBIENSKA,Clínico,1
2011-06,LUBIENSKA,Clínico,1
2011-07,LUBIENSKA,Clínico,1
2011-08,LUBIENSKA,Clínico,1
2011-09,LUBIENSKA,Clínico,1
2011-10,LUBIENSKA,Clínico,2
2011-11,LUBIENSKA,Clínico,2
2011-12,LUBIENSKA,Clínico,2
2012-01,LUBIENSKA,Clínico,2
2012-02,LUBIENSKA,Clínico,2
2012-03,LUBIENSKA,Clínico,2
2012-04,LUBIENSKA,Clínico,2
2012-05,LUBIENSKA,Clínico,2
2012-06,LUBIENSKA,Clínico,2
2012-07,LUBIENSKA,Clínico,2
2012-08,LUBIENSKA,Clínico,2
2012-09,LUBIENSKA,Clínico,2
2012-10,LUBIENSKA,Clínico,2
2012-11,LUBIENSKA,Clínico,2
2012-12,LUBIENSKA,Clínico,2
2013-01,LUBIENSKA,Clínico,2
2013-02,LUBIENSKA,Clínico,2
2013-03,LUBIENSKA,Clínico,2
2013-04,LUBIENSKA,Clínico,2
2013-05,LUBIENSKA,Clínico,2
2013-06,LUBIENSKA,Clínico,2
2013-07,LUBIENSKA,Clínico,2
2013-08,LUBIENSKA,Clínico,2
2013-09,LUBIENSKA,Clínico,2
2013-10,LUBIENSKA,Clínico,2
2013-11,LUBIENSKA,Clínico,2
2013-12,LUBIENSKA,Clínico,2
2014-01,LUBIENSKA,Clínico,2
2014-02,LUBIENSKA,Clínico,2
2014-03,LUBIENSKA,Clínico,2
2014-04,LUBIENSKA,Clínico,2
2014-05,LUBIENSKA,Clínico,2
2014-06,LUBIENSKA,Clínico,2
2014-07,LUBIENSKA,Clínico,2
2014-08,LUBIENSKA,Clínico,2
2014-09,LUBIENSKA,Clínico,2
2014-10,LUBIENSKA,Clínico,3
2014-11,LUBIENSKA,Clínico,3
2014-12,LUBIENSKA,Clínico,3
2015-01,LUBIENSKA,Clínico,3
2015-02,LUBIENSKA,Clínico,3
2015-03,LUBIENSKA,Clínico,3
2015-04,LUBIENSKA,Clínico,3
2015-05,LUBIENSKA,Clínico,3
2015-06,LUBIENSKA,Clínico,3
2015-07,LUBIENSKA,Clínico,3
2015-08,LUBIENSKA,Clínico,3
2015-09,LUBIENSKA,Clínico,3
2015-10,LUBIENSKA,Clínico,3
2015-11,LUBIENSKA,Clínico,3
2015-12,LUBIENSKA,Clínico,3
2016-01,LUBIENSKA,Clínico,3
2016-02,LUBIENSKA,Clínico,3
2016-03,LUBIENSKA,Clínico,3
2016-04,LUBIENSKA,Clínico,3
2016-05,LUBIENSKA,Clínico,3
2016-06,LUBIENSKA,Clínico,3
2016-07,LUBIENSKA,Clínico,3
2016-08,LUBIENSKA,Clínico,3
2016-09,LUBIENSKA,Clínico,3
2016-10,LUBIENSKA,Clínico,3
2016-11,LUBIENSKA,Clínico,3
2016-12,LUBIENSKA,Clínico,3
2017-01,LUBIENSKA,Clínico,3
2017-02,LUBIENSKA,Clínico,3
2017-03,LUBIENSKA,Clínico,3
2017-04,LUBIENSKA,Clínico,3
2017-05,LUBIENSKA,Clínico,3
2017-06,LUBIENSKA,Clínico,3
2017-07,LUBIENSKA,Clínico,3
2017-08,LUBIENSKA,Clínico,3
2017-09,LUBIENSKA,Clínico,3
2017-10,LUBIENSKA,Clínico,3
2017-11,LUBIENSKA,Clínico,3
2017-12,LUBIENSKA,Clínico,3
2018-01,LUBIENSKA,Clínico,3
2018-02,LUBIENSKA,Clínico,3
2018-03,LUBIENSKA,Clínico,3
2018-04,LUBIENSKA,Clínico,3
2018-05,LUBIENSKA,Clínico,3
2018-06,LUBIENSKA,Clínico,3
2018-07,LUBIENSKA,Clínico,3
2018-08,LUBIENSKA,Clínico,3
2018-09,LUBIENSKA,Clínico,3
2018-10,LUBIENSKA,Clínico,3
2018-11,LUBIENSKA,Clínico,3
2018-12,LUBIENSKA,Clínico,3
2019-01,LUBIENSKA,Clínico,3
2019-02,LUBIENSKA,Clínico,3
2019-03,LUBIENSKA,Clínico,3
2019-04,LUBIENSKA,Clínico,3
2019-05,LUBIENSKA,Clínico,3
2019-06,LUBIENSKA,Clínico,3
2019-07,LUBIENSKA,Clínico,3
2019-08,LUBIENSKA,Clínico,3
2019-09,LUBIENSKA,Clínico,3
2019-10,LUBIENSKA,Clínico,3
2019-11,LUBIENSKA,Clínico,3
2019-12,LUBIENSKA,Clínico,3
2020-01,LUBIENSKA,Clínico,3
2020-02,LUBIENSKA,Clínico,3
2020-03,LUBIENSKA,Clínico,3
2020-04,LUBIENSKA,Clínico,3
2020-05,LUBIENSKA,Clínico,3
2020-06,LUBIENSKA,Clínico,3
2020-07,LUBIENSKA,Clínico,3
2020-08,LUBIENSKA,Clínico,3
2020-09,LUBIENSKA,Clínico,3
2020-10,LUBIENSKA,Clínico,3
2020-11,LUBIENSKA,Clínico,3
2020-12,LUBIENSKA,Clínico,3
2021-01,LUBIENSKA,Clínico,3
2021-02,LUBIENSKA,Clínico,3
2021-03,LUBIENSKA,Clínico,3
2021-04,LUBIENSKA,Clínico,3
2021-05,LUBIENSKA,Clínico,3
2021-06,LUBIENSKA,Clínico,3
2021-07,LUBIENSKA,Clínico,3
2021-08,LUBIENSKA,Clínico,3
2021-09,LUBIENSKA,Clínico,3
2021-10,LUBIENSKA,Clínico,3
2021-11,LUBIENSKA,Clínico,3
2021-12,LUBIENSKA,Clínico,3
2022-01,LUBIENSKA,Clínico,3
2022-02,LUBIENSKA,Clínico,3
2022-03,LUBIENSKA,Clínico,3
2022-04,LUBIENSKA,Clínico,3
2022-05,LUBIENSKA,Clínico,3
2022-06,LUBIENSKA,Clínico,3
2022-07,LUBIENSKA,Clínico,3
